sample,days,pres1,pres2,pres3,rate1,rate2,rate3,qProd,ratio,category
0,1643,3583.8,3588.6,3593.3,3298.773604,5344.30134,11127.10154,93.238,0.004716093,train
0,1674,3584.1,3588.9,3593.6,3315.604081,5369.510309,11175.97607,93.736,0.00471958,train
0,1705,3584.3,3589.1,3593.8,3326.8244,5386.316288,11208.55909,94.012,0.004719075,train
0,1735,3584.4,3589.2,3593.9,3332.434559,5394.719277,11224.8506,94.18,0.004720328,train
0,1766,3584.6,3589.5,3594.1,3343.654877,5419.928246,11257.43362,94.558,0.004722937,train
0,1796,3585.1,3589.9,3594.6,3371.705673,5453.540204,11338.89118,95.274,0.004724923,train
0,1827,3585.5,3590.3,3595,3394.14631,5487.152162,11404.05722,95.915,0.004728288,train
0,1858,3585.9,3590.8,3595.5,3416.586947,5529.16711,11485.51477,96.657,0.004730837,train
0,1886,3586.4,3591.2,3595.9,3444.637743,5562.779068,11550.68081,97.39,0.004737306,train
0,1917,3586.7,3591.5,3596.2,3461.46822,5587.988037,11599.55534,97.854,0.004738919,train
0,1947,3586.9,3591.8,3596.4,3472.688538,5613.197005,11632.13836,98.24,0.004741765,train
0,1978,3587.2,3592.1,3596.8,3489.519016,5638.405974,11697.3044,98.733,0.004741028,train
0,2008,3587.5,3592.3,3597,3506.349494,5655.211953,11729.88742,99.114,0.004744238,train
0,2039,3587.7,3592.5,3597.2,3517.569812,5672.017932,11762.47044,99.464,0.004747219,train
0,2070,3588.2,3593.1,3597.7,3545.620608,5722.435869,11843.928,100.3,0.004750856,train
1,31,3524.2,3529.1,3533.9,0,0,0,0,0,train
1,60,3530.4,3535.3,3540.1,302.9485962,865.5079215,2460.018057,8.5647,0.002360413,train
1,91,3534.4,3539.3,3544.1,527.3549638,1201.627503,3111.678469,14.88,0.00307396,train
1,121,3536.6,3541.5,3546.3,650.778466,1386.493272,3470.091696,18.439,0.003348063,train
1,152,3538.3,3543.1,3547.9,746.1511722,1520.941105,3730.755861,21.034,0.003506924,train
1,182,3539.9,3544.8,3549.6,835.9137193,1663.791927,4007.711536,23.686,0.003639847,train
1,213,3541.8,3546.7,3551.5,942.5067439,1823.448728,4317.250232,26.7,0.00376948,train
1,244,3543.6,3548.4,3553.2,1043.489609,1966.29955,4594.205908,29.476,0.003876383,train
1,274,3544.8,3549.7,3554.5,1110.81152,2075.538414,4805.995542,31.397,0.003928384,train
1,305,3545.9,3550.8,3555.6,1172.523271,2167.971298,4985.202155,33.218,0.003989816,train
1,335,3546.8,3551.6,3556.4,1223.014703,2235.195215,5115.534238,34.538,0.004028345,train
1,366,3547.5,3552.3,3557.1,1262.285818,2294.016141,5229.57481,35.625,0.004054803,train
1,397,3548.2,3553,3557.8,1301.556932,2352.837068,5343.615382,36.74,0.004083125,train
1,425,3548.9,3553.7,3558.5,1340.828046,2411.657995,5457.655954,37.889,0.004113835,train
1,456,3549.8,3554.6,3559.4,1391.319479,2487.284901,5604.279547,39.264,0.004140513,train
1,486,3550.5,3555.4,3560.2,1430.590593,2554.508817,5734.611629,40.51,0.004167819,train
1,517,3551.1,3556,3560.8,1464.251549,2604.926754,5832.360691,41.455,0.004186723,train
1,547,3551.9,3556.7,3561.5,1509.132822,2663.747681,5946.401263,42.626,0.004212354,train
1,578,3552.5,3557.4,3562.2,1542.793777,2722.568607,6060.441836,43.649,0.004227177,train
1,609,3553.1,3558,3562.8,1576.454732,2772.986545,6158.190898,44.599,0.004244439,train
1,639,3553.7,3558.6,3563.4,1610.115687,2823.404482,6255.939959,45.575,0.004263546,train
1,670,3554.3,3559.1,3563.9,1643.776643,2865.419429,6337.397511,46.44,0.004281529,train
1,700,3554.7,3559.5,3564.3,1666.217279,2899.031387,6402.563552,47.087,0.004293199,train
1,731,3555,3559.8,3564.6,1683.047757,2924.240356,6451.438083,47.556,0.004300314,train
1,762,3555.2,3560,3564.8,1694.268075,2941.046335,6484.021104,47.859,0.004304124,train
1,790,3555.4,3560.2,3565,1705.488394,2957.852314,6516.604124,48.181,0.004309592,train
1,821,3555.4,3560.3,3565,1705.488394,2966.255304,6516.604124,48.23,0.004310735,train
1,851,3555.8,3560.6,3565.4,1727.92903,2991.464272,6581.770166,48.821,0.004319998,train
1,882,3556.2,3561.1,3565.8,1750.369667,3033.47922,6646.936207,49.492,0.004329711,train
1,912,3556.6,3561.5,3566.3,1772.810304,3067.091178,6728.393758,50.192,0.004338755,train
1,943,3557.2,3562,3566.8,1806.471259,3109.106126,6809.85131,51.052,0.004353956,train
1,974,3557.7,3562.5,3567.3,1834.522055,3151.121073,6891.308862,51.801,0.004361473,train
1,1004,3558,3562.9,3567.6,1851.352533,3184.733031,6940.183392,52.38,0.004373649,train
1,1035,3558.5,3563.4,3568.1,1879.403329,3226.747979,7021.640944,53.16,0.00438332,train
1,1065,3558.9,3563.8,3568.5,1901.843965,3260.359937,7086.806985,53.795,0.004391783,train
1,1096,3559.3,3564.1,3568.9,1924.284602,3285.568906,7151.973026,54.381,0.004399107,train
1,1127,3559.6,3564.4,3569.2,1941.11508,3310.777874,7200.847557,54.819,0.004402164,train
1,1155,3559.5,3564.3,3569.1,1935.50492,3302.374885,7184.556047,54.714,0.00440445,train
1,1186,3559.7,3564.5,3569.3,1946.725239,3319.180864,7217.139068,55.008,0.004406617,train
1,1216,3560.1,3564.9,3569.7,1969.165876,3352.792822,7282.305109,55.645,0.004414776,train
1,1247,3560.4,3565.2,3570,1985.996353,3378.001791,7331.17964,56.11,0.004419788,train
1,1277,3560.5,3565.4,3570.2,1991.606512,3394.80777,7363.762661,56.383,0.004422135,train
1,1308,3560.7,3565.6,3570.3,2002.826831,3411.613749,7380.054171,56.651,0.004427764,train
1,1339,3560.9,3565.8,3570.5,2014.047149,3428.419728,7412.637191,57.002,0.004434192,train
1,1369,3561.1,3566,3570.7,2025.267468,3445.225707,7445.220212,57.302,0.004436611,train
1,1400,3561.4,3566.3,3571,2042.097945,3470.434675,7494.094743,57.77,0.004441582,train
1,1430,3561.9,3566.7,3571.5,2070.148741,3504.046634,7575.552295,58.518,0.004450123,train
1,1461,3562.3,3567.2,3571.9,2092.589378,3546.061581,7640.718336,59.236,0.004460754,train
1,1492,3562.7,3567.5,3572.3,2115.030015,3571.27055,7705.884377,59.786,0.004464245,train
1,1521,3562.9,3567.8,3572.5,2126.250333,3596.479518,7738.467398,60.171,0.004469959,train
1,1552,3563.2,3568,3572.8,2143.08081,3613.285497,7787.341929,60.543,0.004470194,train
1,1582,3563.5,3568.3,3573.1,2159.911288,3638.494466,7836.21646,61.043,0.004477058,train
1,1613,3563.8,3568.7,3573.4,2176.741766,3672.106424,7885.09099,61.551,0.004481671,train
1,1643,3563.8,3568.7,3573.4,2176.741766,3672.106424,7885.09099,61.555,0.004481962,train
1,1674,3564.1,3568.9,3573.7,2193.572243,3688.912403,7933.965521,61.955,0.004484147,train
1,1705,3564.4,3569.2,3573.9,2210.402721,3714.121372,7966.548542,62.422,0.004493677,train
1,1735,3564.6,3569.4,3574.1,2221.623039,3730.927351,7999.131563,62.734,0.004496519,train
1,1766,3564.7,3569.5,3574.3,2227.233198,3739.33034,8031.714583,62.946,0.004496696,train
1,1796,3564.8,3569.6,3574.4,2232.843358,3747.73333,8048.006094,63.071,0.004495892,train
1,1827,3564.9,3569.8,3574.5,2238.453517,3764.539309,8064.297604,63.339,0.004502573,train
1,1858,3565,3569.9,3574.6,2244.063676,3772.942298,8080.589114,63.49,0.004503605,train
1,1886,3565.2,3570,3574.8,2255.283994,3781.345288,8113.172135,63.746,0.004505081,train
1,1917,3565.3,3570.2,3574.9,2260.894153,3798.151267,8129.463645,63.931,0.004505829,train
1,1947,3565.7,3570.5,3575.3,2283.33479,3823.360236,8194.629686,64.497,0.004509862,train
1,1978,3565.9,3570.8,3575.5,2294.555109,3848.569204,8227.212707,64.916,0.004517361,train
1,2008,3566.1,3571,3575.7,2305.775427,3865.375183,8259.795728,65.243,0.004521048,train
1,2039,3566.4,3571.2,3575.9,2322.605905,3882.181162,8292.378748,65.59,0.004524333,train
1,2070,3566.5,3571.3,3576.1,2328.216064,3890.584152,8324.961769,65.82,0.004525652,train
2,31,3531.4,3536.3,3541.1,359.0501881,949.5378168,2622.93316,10.157,0.002583478,train
2,60,3542.8,3547.6,3552.4,998.6083358,1899.075634,4463.873825,28.17,0.003826636,train
2,91,3550.6,3555.5,3560.2,1436.200753,2562.911806,5734.611629,40.606,0.004171682,train
2,121,3557.8,3562.7,3567.4,1840.132214,3167.927052,6907.600372,52.008,0.004364677,train
2,152,3563.1,3567.9,3572.7,2137.470651,3604.882508,7771.050418,60.396,0.00446934,train
2,182,3566.8,3571.6,3576.3,2345.046541,3915.79312,8357.54479,66.22,0.004529912,train
2,213,3570.5,3575.4,3580.1,2552.622431,4235.106723,8976.622181,72.217,0.004581032,train
2,244,3573.8,3578.7,3583.4,2737.757685,4512.405377,9514.242022,77.457,0.004620325,train
2,274,3576.7,3581.6,3586.2,2900.452301,4756.092073,9970.40431,82.002,0.004652081,train
2,305,3579.7,3584.5,3589.2,3068.757077,4999.77877,10459.14962,86.719,0.004680509,train
2,335,3581.5,3586.4,3591.1,3169.739942,5159.435571,10768.68832,89.673,0.004695447,train
2,366,3583.1,3588,3592.7,3259.502489,5293.883403,11029.35248,92.207,0.004708586,train
2,397,3585.1,3589.9,3594.6,3371.705673,5453.540204,11338.89118,95.32,0.004727205,train
2,425,3587.2,3592,3596.7,3489.519016,5630.002984,11681.01289,98.659,0.004743099,train
2,456,3589.5,3594.4,3599,3618.552677,5831.674733,12055.71763,102.37,0.004760079,train
2,486,3591.6,3596.5,3601.1,3736.36602,6008.137513,12397.83935,105.66,0.004771853,train
2,517,3592.7,3597.5,3602.2,3798.077771,6092.167408,12577.04596,107.36,0.004778502,train
2,547,3594,3598.9,3603.5,3871.009841,6209.809262,12788.83559,109.52,0.004788879,train
2,578,3595.3,3600.1,3604.8,3943.94191,6310.645136,13000.62523,111.49,0.004794194,train
2,609,3596.1,3601,3605.6,3988.823184,6386.272042,13130.95731,112.85,0.004800891,train
2,639,3597.1,3601.9,3606.5,4044.924776,6461.898948,13277.5809,114.32,0.004806511,train
2,670,3598.5,3603.3,3607.9,4123.467004,6579.540801,13505.66205,116.54,0.004813978,train
2,700,3599.8,3604.6,3609.2,4196.399074,6688.779665,13717.45168,118.61,0.004821029,train
2,731,3601,3605.9,3610.5,4263.720984,6798.018529,13929.24132,120.62,0.004826541,train
2,762,3602.4,3607.2,3611.8,4342.263213,6907.257393,14141.03095,122.71,0.0048329,train
2,790,3603.5,3608.3,3612.9,4403.974964,6999.690277,14320.23756,124.46,0.004838302,train
2,821,3603.8,3608.6,3613.2,4420.805442,7024.899246,14369.11209,124.97,0.004841018,train
2,851,3604.6,3609.5,3614.1,4465.686715,7100.526152,14515.73569,126.32,0.004843196,train
2,882,3606,3610.8,3615.4,4544.228944,7209.765016,14727.52532,128.49,0.004852063,train
2,912,3607.6,3612.4,3617,4633.991491,7344.212848,14988.18949,131.03,0.004859011,train
2,943,3608.9,3613.7,3618.3,4706.92356,7453.451712,15199.97912,133.11,0.004865069,train
2,974,3609.8,3614.7,3619.3,4757.414993,7537.481607,15362.89422,134.56,0.004865175,train
2,1004,3610.7,3615.5,3620.1,4807.906426,7604.705524,15493.22631,135.88,0.004869232,train
2,1035,3611.6,3616.4,3621,4858.397858,7680.332429,15639.8499,137.4,0.004876044,train
2,1065,3612.2,3617.1,3621.7,4892.058813,7739.153356,15753.89047,138.37,0.00487474,train
2,1096,3612.9,3617.8,3622.4,4931.329928,7797.974283,15867.93104,139.51,0.004878444,train
2,1127,3613.5,3618.3,3622.9,4964.990883,7839.98923,15949.38859,140.37,0.004881693,train
2,1155,3613.5,3618.3,3622.9,4964.990883,7839.98923,15949.38859,140.37,0.004881693,train
2,1186,3614.2,3619,3623.6,5004.261997,7898.810157,16063.42917,141.53,0.004885989,train
2,1216,3615.2,3620,3624.6,5060.363589,7982.840052,16226.34427,143.09,0.004888699,train
2,1247,3615.9,3620.8,3625.4,5099.634704,8050.063969,16356.67635,144.28,0.004889791,train
2,1277,3616.7,3621.5,3626.1,5144.515977,8108.884895,16470.71692,145.43,0.00489266,train
2,1308,3617.4,3622.2,3626.8,5183.787091,8167.705822,16584.7575,146.52,0.004894401,train
2,1339,3618.3,3623.1,3627.7,5234.278524,8243.332728,16731.38109,147.94,0.004897217,train
2,1369,3619.1,3623.9,3628.5,5279.159798,8310.556644,16861.71317,149.24,0.004900919,train
2,1400,3619.8,3624.6,3629.2,5318.430912,8369.377571,16975.75374,150.35,0.004903214,train
2,1430,3620.6,3625.4,3630,5363.312185,8436.601487,17106.08583,151.62,0.004905844,train
2,1461,3621.3,3626.2,3630.7,5402.5833,8503.825403,17220.1264,152.83,0.004909959,train
2,1492,3622,3626.9,3631.4,5441.854414,8562.64633,17334.16697,153.95,0.004912462,train
2,1521,3622.5,3627.3,3631.9,5469.90521,8596.258288,17415.62452,154.72,0.004914587,train
2,1552,3623,3627.8,3632.4,5497.956006,8638.273236,17497.08207,155.51,0.00491602,train
2,1582,3623.3,3628.2,3632.7,5514.786484,8671.885194,17545.9566,156.02,0.004916706,train
2,1613,3623.7,3628.5,3633.1,5537.22712,8697.094162,17611.12265,156.59,0.004917187,train
2,1643,3623.5,3628.3,3632.9,5526.006802,8680.288183,17578.53963,156.3,0.004917439,train
2,1674,3624.2,3629,3633.6,5565.277916,8739.10911,17692.5802,157.34,0.004917341,train
2,1705,3624.7,3629.5,3634.1,5593.328712,8781.124058,17774.03775,158.18,0.004920293,train
2,1735,3625.3,3630.1,3634.7,5626.989667,8831.541995,17871.78681,159.11,0.004921387,train
2,1766,3625.8,3630.6,3635.2,5655.040463,8873.556942,17953.24436,159.89,0.004922443,train
2,1796,3626.6,3631.5,3636,5699.921737,8949.183848,18083.57645,161.26,0.004926575,train
2,1827,3627.4,3632.2,3636.8,5744.80301,9008.004775,18213.90853,162.44,0.004927394,train
2,1858,3628,3632.8,3637.3,5778.463965,9058.422712,18295.36608,163.34,0.004929939,train
2,1886,3628.3,3633.2,3637.7,5795.294443,9092.03467,18360.53212,163.93,0.004930543,train
2,1917,3628.7,3633.5,3638.1,5817.73508,9117.243639,18425.69816,164.5,0.004930955,train
2,1947,3629.2,3634.1,3638.6,5845.785876,9167.661576,18507.15571,165.38,0.004933682,train
2,1978,3630.1,3634.9,3639.5,5896.277308,9234.885492,18653.77931,166.74,0.004935335,train
2,2008,3630.5,3635.3,3639.9,5918.717945,9268.49745,18718.94535,167.36,0.004935976,train
2,2039,3630.8,3635.7,3640.2,5935.548423,9302.109408,18767.81988,167.9,0.00493744,train
2,2070,3631.2,3636.1,3640.6,5957.98906,9335.721366,18832.98592,168.55,0.004938949,train
3,31,3528,3532.9,3537.7,168.3047757,663.8361728,2069.021809,4.7276,0.001629554,train
3,60,3539.5,3544.3,3549.1,813.4730825,1621.776979,3926.253985,22.94,0.003606065,train
3,91,3545.5,3550.4,3555.2,1150.082634,2134.35934,4920.036114,32.558,0.003968321,train
3,121,3551.3,3556.1,3560.9,1475.471867,2613.329743,5848.652202,41.627,0.0041889,train
3,152,3556.1,3560.9,3565.7,1744.759508,3016.673241,6630.644697,49.288,0.004326516,train
3,182,3559.5,3564.3,3569.1,1935.50492,3302.374885,7184.556047,54.666,0.004400586,train
3,213,3562.1,3567,3571.7,2081.369059,3529.255602,7608.135315,58.851,0.004452082,train
3,244,3564.9,3569.7,3574.4,2238.453517,3756.136319,8048.006094,63.204,0.004500877,train
3,274,3567.2,3572,3576.7,2367.487178,3949.405079,8422.710831,66.866,0.004536486,train
3,305,3569.4,3574.3,3579,2490.91068,4142.673838,8797.415568,70.487,0.004567883,train
3,335,3571.3,3576.1,3580.8,2597.503705,4293.927649,9090.662754,73.371,0.004590825,train
3,366,3573.4,3578.3,3583,2715.317048,4478.793419,9449.07598,76.813,0.004615282,train
3,397,3574.9,3579.8,3584.5,2799.469436,4604.838262,9693.448635,79.193,0.004631777,train
3,425,3575.8,3580.7,3585.4,2849.960868,4680.465168,9840.072228,80.586,0.004639245,train
3,456,3577,3581.8,3586.5,2917.282779,4772.898052,10019.27884,82.48,0.004657398,train
3,486,3578.6,3583.4,3588.1,3007.045326,4907.345885,10279.94301,84.953,0.004669201,train
3,517,3579.9,3584.7,3589.4,3079.977395,5016.584749,10491.73264,87.017,0.004681279,train
3,547,3581.5,3586.3,3591,3169.739942,5151.032581,10752.39681,89.582,0.004696755,train
3,578,3583,3587.8,3592.5,3253.89233,5277.077424,10996.76946,91.994,0.00471094,train
3,609,3584,3588.8,3593.5,3309.993922,5361.107319,11159.68456,93.589,0.004719379,train
3,639,3584.8,3589.7,3594.4,3354.875195,5436.734225,11306.30816,94.929,0.004723325,train
3,670,3585.9,3590.7,3595.4,3416.586947,5520.76412,11469.22326,96.556,0.004731612,train
3,700,3586.5,3591.4,3596,3450.247902,5579.585047,11566.97232,97.593,0.004738259,train
3,731,3587.2,3592,3596.7,3489.519016,5630.002984,11681.01289,98.667,0.004743484,train
3,762,3588,3592.9,3597.5,3534.40029,5705.62989,11811.34498,99.949,0.004747861,train
3,790,3589.1,3594,3598.6,3596.112041,5798.062775,11990.55159,101.74,0.004757601,train
3,821,3589.7,3594.5,3599.2,3629.772996,5840.077723,12088.30065,102.56,0.004757365,train
3,851,3590.3,3595.2,3599.8,3663.433951,5898.898649,12186.04971,103.62,0.004764492,train
3,882,3591.3,3596.1,3600.8,3719.535543,5974.525555,12348.96482,105.12,0.004768855,train
3,912,3592.3,3597.1,3601.8,3775.637135,6058.55545,12511.87992,106.75,0.004777126,train
3,943,3593.2,3598,3602.6,3826.128567,6134.182356,12642.212,108.12,0.004783537,train
3,974,3593.7,3598.6,3603.2,3854.179363,6184.600293,12739.96106,109.02,0.004786042,train
3,1004,3594.4,3599.2,3603.9,3893.450478,6235.01823,12854.00164,110.08,0.004789737,train
3,1035,3595.2,3600,3604.6,3938.331751,6302.242147,12968.04221,111.3,0.004795633,train
3,1065,3596.2,3601.1,3605.7,3994.433343,6394.675031,13147.24882,112.97,0.004799808,train
3,1096,3597,3601.9,3606.5,4039.314617,6461.898948,13277.5809,114.28,0.004805963,train
3,1127,3597.9,3602.7,3607.4,4089.806049,6529.122864,13424.2045,115.64,0.004809689,train
3,1155,3598,3602.8,3607.5,4095.416209,6537.525853,13440.49601,115.81,0.004810696,train
3,1186,3598.7,3603.6,3608.2,4134.687323,6604.74977,13554.53658,116.95,0.004813951,train
3,1216,3599.4,3604.2,3608.9,4173.958437,6655.167707,13668.57715,118.01,0.004817186,train
3,1247,3599.9,3604.7,3609.4,4202.009233,6697.182654,13750.0347,118.79,0.004819218,train
3,1277,3600.4,3605.2,3609.9,4230.060029,6739.197602,13831.49225,119.58,0.004821628,train
3,1308,3600.9,3605.7,3610.3,4258.110825,6781.21255,13896.6583,120.34,0.004825958,train
3,1339,3601.2,3606,3610.6,4274.941303,6806.421518,13945.53283,120.8,0.004826807,train
3,1369,3601.6,3606.5,3611.1,4297.381939,6848.436466,14026.99038,121.54,0.004828226,train
3,1400,3602.1,3607,3611.6,4325.432735,6890.451414,14108.44793,122.38,0.004832507,train
3,1430,3602.8,3607.7,3612.3,4364.70385,6949.27234,14222.4885,123.47,0.004835047,train
3,1461,3603.4,3608.2,3612.8,4398.364805,6991.287288,14303.94605,124.33,0.004838949,train
3,1492,3603.8,3608.7,3613.3,4420.805442,7033.302236,14385.4036,125.03,0.004838714,train
3,1521,3604.3,3609.1,3613.8,4448.856237,7066.914194,14466.86116,125.8,0.004841696,train
3,1552,3604.7,3609.6,3614.2,4471.296874,7108.929141,14532.0272,126.51,0.004844852,train
3,1582,3605.5,3610.3,3614.9,4516.178148,7167.750068,14646.06777,127.67,0.004848842,train
3,1613,3606.2,3611,3615.6,4555.449262,7226.570995,14760.10834,128.77,0.004851533,train
3,1643,3606.2,3611.1,3615.7,4555.449262,7234.973984,14776.39985,128.88,0.004851163,train
3,1674,3606.7,3611.6,3616.2,4583.500058,7276.988932,14857.8574,129.64,0.004852097,train
3,1705,3607.3,3612.1,3616.8,4617.161013,7319.00388,14955.60647,130.57,0.004855389,train
3,1735,3607.8,3612.6,3617.2,4645.211809,7361.018827,15020.77251,131.36,0.004860324,train
3,1766,3608.3,3613.1,3617.7,4673.262605,7403.033775,15102.23006,132.1,0.004860455,train
3,1796,3608.7,3613.5,3618.1,4695.703242,7436.645733,15167.3961,132.77,0.004863415,train
3,1827,3609,3613.9,3618.5,4712.533719,7470.257691,15232.56214,133.3,0.004862239,train
3,1858,3609.3,3614.1,3618.7,4729.364197,7487.06367,15265.14516,133.74,0.004866534,train
3,1886,3609.5,3614.3,3618.9,4740.584515,7503.869649,15297.72818,134.04,0.004866717,train
3,1917,3609.7,3614.6,3619.2,4751.804834,7529.078618,15346.60271,134.42,0.004865444,train
3,1947,3610.1,3614.9,3619.5,4774.245471,7554.287586,15395.47724,134.96,0.004867983,train
3,1978,3610.5,3615.3,3619.9,4796.686107,7587.899545,15460.64329,135.61,0.004870134,train
3,2008,3610.8,3615.6,3620.2,4813.516585,7613.108513,15509.51782,136.06,0.004870393,train
3,2039,3611.1,3615.9,3620.5,4830.347062,7638.317482,15558.39235,136.57,0.004872791,train
3,2070,3611.4,3616.3,3620.9,4847.17754,7671.92944,15623.55839,137.12,0.004872317,train
4,31,3535.5,3540.4,3545.2,589.0667149,1294.060387,3290.885083,16.696,0.003226896,train
4,60,3550.1,3554.9,3559.7,1408.149957,2512.493869,5653.154078,39.74,0.004150913,train
4,91,3562.5,3567.4,3572.1,2103.809696,3562.86756,7673.301356,59.484,0.004459078,train
4,121,3571.1,3575.9,3580.6,2586.283386,4277.12167,9058.079733,73.098,0.004591155,train
4,152,3577.9,3582.7,3587.4,2967.774211,4848.524958,10165.90243,83.89,0.004665168,train
4,182,3583.6,3588.4,3593.1,3287.553285,5327.495361,11094.51852,92.869,0.004711874,train
4,213,3589,3593.9,3598.5,3590.501881,5789.659785,11974.26008,101.52,0.004754051,train
4,244,3593.7,3598.5,3603.1,3854.179363,6176.197304,12723.66955,108.92,0.004786841,train
4,274,3596.7,3601.5,3606.2,4022.484139,6428.28699,13228.70637,113.72,0.004802471,train
4,305,3600.5,3605.3,3609.9,4235.670188,6747.600592,13831.49225,119.7,0.004823741,train
4,335,3603.8,3608.7,3613.3,4420.805442,7033.302236,14385.4036,125.04,0.004839101,train
4,366,3607.5,3612.3,3616.9,4628.381332,7335.809859,14971.89798,130.88,0.004858909,train
